delta_call,delta_put,weeks,equity_final,cagr,sharpe_w,max_dd,calmar,win_rate,usd_final,bh_final,max_dd_usd
0.2,0.15,208,1.8251973974373477,0.16232468213683915,3.035343247305917,-0.07606230808192072,2.1341014522200936,0.9182692307692307,2.787688791035943,1.5273355062581035,-0.09961866393714647
0.2,0.2,208,1.9970131961703348,0.18876287509381617,3.11460467591468,-0.07367914480902849,2.561958008376416,0.9134615384615384,3.0501091609769326,1.5273355062581035,-0.104713401427046
0.2,0.25,208,2.212132070561382,0.21955885253411278,3.198150902416328,-0.0736791448090286,2.979932151807606,0.8894230769230769,3.378667855900655,1.5273355062581035,-0.11146209039160793
0.2,0.3,208,2.4592387767684363,0.252276337817281,3.3355717605734623,-0.06836454319607643,3.6901634388710374,0.8798076923076923,3.7560827021251777,1.5273355062581035,-0.11146209039160782
0.2,0.35,208,2.6404393260210393,0.27473246939921725,3.2948137700369458,-0.06836454319607643,4.01863972982686,0.8653846153846154,4.032836734752158,1.5273355062581035,-0.11588127023692707
0.2,0.4,208,2.936024991344453,0.3090008754082101,3.408324342745553,-0.062145568686557295,4.972210922498969,0.8413461538461539,4.484295216541519,1.5273355062581035,-0.11936864643454925
0.2,0.45,208,3.056220772391729,0.32219704068844046,3.2208377016103173,-0.062145568686557184,5.184553742093851,0.8173076923076923,4.667874500637448,1.5273355062581035,-0.11936864643454914
0.2,0.5,208,3.3453542251569437,0.35241670815152015,3.2780811253437445,-0.05966007335811796,5.907078022450449,0.8125,5.109478289092772,1.5273355062581035,-0.1237878262798684
0.2,0.55,208,3.7074313342823944,0.3876127415722226,3.3952523832932138,-0.05966007335811796,6.497020867633245,0.8125,5.662491513863344,1.5273355062581035,-0.1237878262798684
0.2,0.6,208,3.917078562039474,0.40682659745768057,3.2839337106879505,-0.06210299784437867,6.550836699979129,0.7836538461538461,5.982693168605318,1.5273355062581035,-0.1430177301791552
0.25,0.05,208,1.7135702127735177,0.14413027066244255,3.1705124400375246,-0.08770708041148345,1.6433139717597034,0.9134615384615384,2.6171966284352384,1.5273355062581035,-0.07151216187640708
0.25,0.1,208,1.7924695365664483,0.15707882491795488,2.9977915177373937,-0.08603417556254533,1.825772419981654,0.8990384615384616,2.737702367083949,1.5273355062581035,-0.08660901605826155
0.25,0.15,208,1.9655135444116754,0.1840471866216178,3.113250485115686,-0.08474993975743217,2.171649763390867,0.8942307692307693,3.0019986244111627,1.5273355062581035,-0.09711444163396055
0.25,0.2,208,2.1504650535334235,0.21096919994921515,3.2028717131092743,-0.08238918497043546,2.5606419097957986,0.8846153846153846,3.2844816312288336,1.5273355062581035,-0.10244949799935321
